"","ID","Review.Date","Location","Hotel.Restaurant.name","Review"
"472","rn390607507","Reviewed July 8, 2016 "," Phuket Town","Rider Cafe","Stopped here as I read some good reviews and we just wanted a quick cafe stop and a pep up to continue shopping! The food was fresh and delicious! My sons had the pulled pork burgers and chocolate frappes as a treat. I had the...More"
"473","rn354018165","Reviewed March 9, 2016 "," Phuket Town","Rider Cafe","Made to order burgers with good quality meat. I tried the 'rider burger' and it hit the spot. Friendly staff as well. One downside was it was a little more expensive than I'd like."
"474","rn322608608","Reviewed October 28, 2015 "," Phuket Town","Rider Cafe","Walking by Rider Cafe makes me smile. Sitting down at a table brings a happy “Hi” from Teddy or Nit, Owners.
Start the day with eggs, toast, sausage and coffee. Drop by in the evening for the best burger and fries in Old Town, wash...More"
"475","rn260519163","Reviewed March 19, 2015 "," Phuket Town","Rider Cafe","Great burger and fries with a milkshake for dinner is amazing. The friendly owner is food for a good conversation. Stop by and try it."
"476","rn245807683","Reviewed December 25, 2014 "," Phuket Town","Rider Cafe","I've been twice here in one day. Burgers are amazing. Better than in Hard Rock Cafe. Owner is outstanding person. Biker, cafe owner, musician and most amazing spinal surgeon from Sweden! He helped to cook my burger! He looks cool too!"
"477","rn244950963","Reviewed December 18, 2014 "," Phuket Town","Rider Cafe","Very nice people and delicious hamburgers, springrolls and fresh juice !! The best cafe in Phuket town."
"478","rn243813787","Reviewed December 10, 2014 "," Phuket Town","Rider Cafe","Without a shadow of doubt, these are some of the finest burgers in Phuket. The owner of the place is a friendly bass guitar-playing biker and his charming missus and the food they serve is generous is portions, high quality in ingredients and reasonable in...More"
"479","rn233397279","Reviewed October 8, 2014 "," Phuket Town","Rider Cafe","Great burger and fries with icy cold beer,good service,wifi,good tunes,best US License Plates collection in Thailand...what's not to like at Riders"
"480","rn224987129","Reviewed August 28, 2014 "," Phuket Town","Rider Cafe","We ate at Rider Cafe in Phuket Town today and I was very happy with the food and service. We had the pulled pork sandwich, a hamburger, and steamed rice with egg and sausage for my toddler. We all very much enjoyed our meal and...More"
"481","rn221700487","Reviewed August 13, 2014 "," Phuket Town","Rider Cafe","Great food lovely Aussie owner definetly recccommend to anyone looking for a great burger
Cool decor very very relaxing"
"482","rn209347421","Reviewed June 7, 2014 "," Phuket Town","Rider Cafe","The staff are very friendly and speak excellent English. I had a cheeseburger and fries and it is one of the best burgers that I've had in the 14 years that I have lived in Thailand. A return visit is definitely on the books! If...More"
"483","rn209090143","Reviewed June 5, 2014 "," Phuket Town","Rider Cafe","The atmosphere is very chilled and relaxed, the deco, the interior, i had a bacon burger which was awesome!!
They play good music!
The waiter was very friendly, they have free wifi, and you can not only eat burgers, but also thai food.
The only...More"
"484","rn201868438","Reviewed April 19, 2014 "," Phuket Town","Rider Cafe","I am not a connoisseur of burgers but I can bet that this is one of the best!
There is a larger menu but I go here just for the burger."
"485","rn201263039","Reviewed April 15, 2014 "," Phuket Town","Rider Cafe","Stumbled across this place as I was working down the road.after reading top reviews on TA decided to give it a go.And I was not dissapoibted.Ended up eating there at lease twice a week for the duration of my work contract.
Burgers are delicious.Its true...More"
"486","rn200293729","Reviewed April 7, 2014 "," Phuket Town","Rider Cafe","This place becomes alive during the Phuke Bike week with a bunch of ZZ TOP lookalikes. Cheers, your burgers are great guys !!!"
"487","rn199473922","Reviewed March 31, 2014 "," Phuket Town","Rider Cafe","Burger, sandwiches, cakes, Thai dishes, coffee, we tried them all during our short stay in Old Phuket Town. Was not disappointed, everything tasted great and fresh, received good, friendly service. Good value for money. Would go back, if in town again. Thanks guys :)"
"488","rn191041525","Reviewed January 16, 2014 "," Phuket Town","Rider Cafe","After our arrival in Phuket Oldtown we were eating in search of something and came across the Rider Cafe. Super service, great burgers and great atmosphere that gives the biker style but also a bit of Thailand.
The owner alone is worth a visit. But...More"
"489","rn188260041","Reviewed December 21, 2013 "," Phuket Town","Rider Cafe","It's always good to find western food available when traveling abroad, specially to a place where the food it's quite different to what you are used to. We had really good quality burgers (and with cheese!) here. Very good price, much cheaper than a McDonalds...More"
"490","rn175684713","Reviewed September 4, 2013 "," Phuket Town","Rider Cafe","I am an American living in Thailand for quite a while and sometimes, I just want a burger (I have burrito cravings too).
I found this place highly rated on TA and lots of people were talking about the burgers. We decided to drive up...More"
"491","rn173911490","Reviewed August 25, 2013 "," Phuket Town","Rider Cafe","That's what you come here for.
Friendly place and very convenient if you are in Phuket Town.
The coffee was also good and it was not as expensive as I thought that it would be - if I need a burger again we will go...More"
"492","rn173140074","Reviewed August 20, 2013 "," Phuket Town","Rider Cafe","We had snacks from here last night, then came back for burgers today. Both experiences were top notch. The staff were happy and friendly last night when we were just having snacks as if we were ordering full expensive dinners. The same friendly service today...More"
"493","rn169868136","Reviewed July 30, 2013 "," Phuket Town","Rider Cafe","Everything I have tasted in this cafe is great. I have eaten the Thai, the breakfast and of course the burgers..all amazing. I tried the Tom Yam soup and it is made fresh..each bowl. I'm just not sure which is better, the service or the...More"
"494","rn579195679","Reviewed 1 week ago "," Patong","Legends Sports Bar & Grill","We frequented this bar a few times during our stay. They have 6 tvs, all with different sports channels - which hubby and i loved. We managed to watch all our favourite teams at odd hours of the night. The teriyaki chicken burger and home...More"
"495","rn576624205","Reviewed 3 weeks ago "," Patong","Legends Sports Bar & Grill","Small little bar broadcasting all Australian sports and more. Friendly, clean. Menu ok for some good hamburgers, rolls and a few main dishes which can be craved after so much Thai food. We went here several times when we didn’t feel like fighting the crowds...More"
"496","rn574365379","Reviewed 4 weeks ago "," Patong","Legends Sports Bar & Grill","We where sick of Thai food went here a really good change lots of Aussies and good service cold beer . Can recommend the Queensland burger . Will return to watch nrl only short walk from Graceland resort ."
"497","rn568780147","Reviewed March 25, 2018 "," Patong","Legends Sports Bar & Grill","I felt like eating a burger, and oh my god, the best burgers i've had in a long time, beer is in the esky on ice, good prices, great staff and... FREE pool!! They have live NRL games and v8 supercars as well."
"498","rn515029896","Reviewed August 18, 2017 "," Patong","Legends Sports Bar & Grill","Ate here three times during our recent trip. The kids loved the burgers and prices were reasonable compared to other places. Atmosphere was OK, very Australian. Around the corner from the Graceland."
"499","rn500620419","Reviewed July 11, 2017 "," Patong","Legends Sports Bar & Grill","Burgers 9/10
Speed 9/10
Atmosphere 5/10
Smiles/ service 5/10
Prices, fair
Unlucky to visit on the holy day and watch the game of the afl without a beer in hand. Very unlucky."
"500","rn489543580","Reviewed June 1, 2017 "," Patong","Legends Sports Bar & Grill","This was a great find. My husband spent time here watching the sport over the weekend back home. Beers well priced, lovely staff, very clean and friendly. We then ate here for dinner and the burgers are great. Big, good value ad delicious. I really...More"
"501","rn486019570","Reviewed May 20, 2017 "," Patong","Legends Sports Bar & Grill","This was our local during our time in patong and made friends with a lot of the staff but we've all got food poisoning from their burgers! Now we are really sick from both ends and our flight home is today!! Such a shame because...More"
"502","rn480880206","Reviewed May 2, 2017 "," Patong","Legends Sports Bar & Grill","Outstanding meal, especially if you are missing Aussie burgers from home!! Wow!! A must visit for all Aussie tourists to Patong beach!"
"503","rn475455224","Reviewed April 14, 2017 "," Patong","Legends Sports Bar & Grill","YUMMO, very relaxed atmosphere, friendly staff.
Cheeseburger was very tasty!
Hidden jem <f0><U+009F><U+0091><U+008C>
<f0><U+009F><U+008D><U+0094><f0><U+009F><U+008D><U+0094><f0><U+009F><U+008D><U+0094><f0><U+009F><U+008D><U+0094><f0><U+009F><U+008D><U+0094><f0><U+009F><U+008D><U+0094><f0><U+009F><U+008D><U+009F><f0><U+009F><U+008D><U+009F><f0><U+009F><U+008D><U+009F><f0><U+009F><U+008D><U+009F>"
"504","rn459893444","Reviewed February 14, 2017 "," Patong","Legends Sports Bar & Grill","Just had lunch there with my boyfriend. Very nice staff and yummy burgers. We got the cheeseburger and pulled pork burger! Mmmm! So good :) Got a tick from us!"
"505","rn455759011","Reviewed January 29, 2017 "," Patong","Legends Sports Bar & Grill","Yum! Yum! delicious food the burgers are huge! As a family we tried most of the burgers on menu the pulled pork is delicious so is the Chicken schnitzel was my favourite
Great atmosphere."
"506","rn441535318","Reviewed December 2, 2016 "," Patong","Legends Sports Bar & Grill","Legendary pork burger with great service and entertainment. Constant pool games with sports on the TV.
Thanks for having us Legends Sports :)"
"507","rn430046260","Reviewed October 20, 2016 "," Patong","Legends Sports Bar & Grill","The hamburger is very good~
And location also! Is front of IBIS!
I love that ~
Is very juicy and fresh!
And restaurant very clean and energy!"
"508","rn417723271","Reviewed September 12, 2016 "," Patong","Legends Sports Bar & Grill","My wife , son and his partner along with my friend Graeme and his partner viited this bar ,meet great people and good time , drinking COLD beer and aussie burgers..stayed for 3 hours , I can recommend this bar for a good time"
"509","rn401596702","Reviewed August 5, 2016 "," Patong","Legends Sports Bar & Grill","Good place to have a burger and some fries. The prices are reasonable for the servings you get. The burger was bigger than average and the fries were well cooked. We had a good meal and a couple of drinks."
"510","rn393743721","Reviewed July 17, 2016 "," Patong","Legends Sports Bar & Grill","This is our second time in Phuket and once again we have enjoyed eating and drinking here. Our only downside (and after eating here over 15 times) was that my husband ate a burger (meet pattie was red) that wasn't cooked and he's been sick...More"
"511","rn388406091","Reviewed July 2, 2016 "," Patong","Legends Sports Bar & Grill","Owner and staff were excellent, best burgers in town, my son and I played pool every afternoon, and got great service."
"512","rn382061153","Reviewed June 12, 2016 "," Patong","Legends Sports Bar & Grill","Just ate here and it was good...$50 Aussie dollars bought us a milkshake, iced tea, 2 juices, water and a Long Island ice tea along with a cheeseburger, fish and chips and calamari. Kids happy and got to watch the footy too! Staff very friendly....More"
"513","rn373920629","Reviewed May 17, 2016 "," Patong","Legends Sports Bar & Grill","Excellent sports bar atmosphere with 80 baht beers aussie style burgers and wonderfully friendly staff (no not that friendly). If you are staying at this end of the beach I would recommend it."
"514","rn350142698","Reviewed February 22, 2016 "," Patong","Legends Sports Bar & Grill","We visited this bar on a couple of occasions during our stay in Patong. The owners wife was lovely, had great burgers 'Queenslander' and 'Aussie' - just like we'd get at home.
Thank you :-)"
"515","rn325655674","Reviewed November 10, 2015 "," Patong","Legends Sports Bar & Grill","This is a great place to catch an NRL or AFL game, beers are cheap and the snack foods, burgers etc are quite acceptable."
"516","rn315474622","Reviewed October 1, 2015 "," Patong","Legends Sports Bar & Grill","We were told about this place by a friend. Warren, the owner, is very nice and forthcoming with information about Patong if you need some. The kitchen is spotless. You could literally eat of the floor. The hamburger menu is very good. The staff are...More"
"517","rn283987349","Reviewed June 29, 2015 "," Patong","Legends Sports Bar & Grill","Visited this bar due to great recommendations on Tripadvisor but we were shocked! On reception the staff member was very friendly and polite. We ordered a teriyaki chicken burger and a chicken burger with two waters. The bill was placed in the cup so we...More"
"518","rn279840894","Reviewed June 12, 2015 "," Patong","Legends Sports Bar & Grill","this place has a great atmosphere, very friendly staff, burgers are the best, great meet up place on way back to resort, see you all next year"
"519","rn274315514","Reviewed May 24, 2015 "," Patong","Legends Sports Bar & Grill","This is a great place to meet your friends and watch you favourate sports game in a comfortable enviroment where the hospitality is excelent. The beer is ICE COLD and the food (in particular) the LEGENDS BURGER) is fantastic. The pool table is free to...More"
"520","rn273833072","Reviewed May 22, 2015 "," Patong","Legends Sports Bar & Grill","Awesome little bar! Great burgers, friendly service and all round inviting atmosphere :) and free pool table, I highly Recommend the legends burger."
"521","rn571037283","Reviewed April 4, 2018 "," Patong","Nicky's Handlebar","This bar is awesome!!! Just got back from Phuket. I ate here 80% of my time when I was visiting Phuket. The bartenders were good. I had the chicken tenders and fries, they were good. I also had the cheese and bacon burger holy cow...More"
"522","rn551463230","Reviewed January 4, 2018 "," Patong","Nicky's Handlebar","I had the Fusion Thai Breakfast (really bad beans with mushrooms, the meat is ok, the egg smelled funny). It wasn't too expensive but it wasn't good either. The onion rings were really great (if expensive) and the farmhouse burger was on par with most...More"
"523","rn550938398","Reviewed January 2, 2018 "," Patong","Nicky's Handlebar","Went for dinner, perhaps it was our mistake to have had a burger in Thailand, my friend ended up with food poisoning and was out for two days. Should have known when the burger came out and didn't really resemble a burger....no photos as we...More"
"524","rn539304318","Reviewed November 7, 2017 "," Patong","Nicky's Handlebar","Nicky’s handle bar was one of our favourite places in Phuket the food was amazing we ate here at least 5 times during our stay and loved everything the Aussie burger would have to be my favourite a real taste of Home when you have...More"
"525","rn533760016","Reviewed October 17, 2017 "," Patong","Nicky's Handlebar","Kept coming back here a few times now since I've been in Patong. Max, M, the two Fon's and all the other staff are amazing and all friendly and a good craic. Definitely recommend this restaurant... Best burgers in Thailand."
"526","rn518599036","Reviewed August 28, 2017 "," Patong","Nicky's Handlebar","I was with my family twice in this place. The thai food is great , I recommend the fried rice and the pad-thai. There's a good vibe !
* the veggie-burger is not recommended, it was like a smash potato in a bun. The price...More"
"527","rn486714323","Reviewed May 22, 2017 "," Patong","Nicky's Handlebar","Some say the highlight of their trip to Thailand is the beaches or seeing elephants, Na, for me it was the farmhouse burger! What astounded me was how they had the only well cooked bacon in the whole continent! 5 <U+2B50><U+FE0F>More"
"528","rn465105226","Reviewed March 6, 2017 "," Patong","Nicky's Handlebar","This restaurant has super service, nice athmosphere and great food. We've eaten here for a couple of times and everything has been tasty. Burgers, green curry, chicken wings, ginger chicken: everything is very tasty. It's not the quiet place for a romantic dinner, but if...More"
"529","rn457606115","Reviewed February 6, 2017 "," Patong","Nicky's Handlebar","We were a family of six and visited the restaurant late in the afternoon. The service was quick and prompt. We ordered some burgers (I forget the name but it was their special one) and some pizzas. The food was great. The patty was juicy...More"
"530","rn455843969","Reviewed January 30, 2017 "," Patong","Nicky's Handlebar","The restaurant has a very pleasant atmosphere, great to have a few beers with mates or to have a family dinner. There is food for all - western burgers are really good as are the Aussie pies. Breakfasts are wonderful. Prices are lower than most...More"
"531","rn455364940","Reviewed January 28, 2017 "," Patong","Nicky's Handlebar","The only reason this rating is not 5 stars is because the bar was out of the beer I wanted and the ice cream my wife wanted...at 6:45PM.
I ordered the bacon and cheese burger. While the burger was not the best I've ever had,...More"
"532","rn447651751","Reviewed December 29, 2016 "," Patong","Nicky's Handlebar","I ate lunch here yesterday with my wife. We ordered Beef Burger for my wife and I had the Fish and Chips. Both meals were tasty and hot with perfect portion sizes. Yummy lunch!! The atmosphere of this place is awesome. Lots of motorcycle memorabilia...More"
"533","rn549865092","Reviewed December 28, 2017 "," Chalong","Happy Days","We ate here for both lunch and dinner on the same day as it was so good. The price is something you just can’t go past. We had a chicken burger, chicken, garlic and bacon baguette, green curry and wedges all were delicious and so...More"
"534","rn434718676","Reviewed November 4, 2016 "," Chalong","Happy Days","Only tried the burgers but they we're really blend and boring. Didn't really like the combination ketchup, sweet mustard, beetroots and mayo..."
"535","rn403581080","Reviewed August 10, 2016 "," Chalong","Happy Days","This place's burger patties are perfect! Somehow they have managed to fry the really thick (300 gram) minced meet beef well done and juicy! Reasonable prices. Recommend to try.
Also have tried the salad several times and it's been really good both the taste and...More"
"536","rn340616354","Reviewed January 17, 2016 "," Chalong","Happy Days","Run by Aaron, very friendly and welcoming, have been twice so far... The ribs on Friday are to die for, great quality and the meat just falls off the bone, highly recommended ! The burgers are of the good home-made variety, oh, and the beer...More"
"537","rn331335023","Reviewed December 7, 2015 "," Chalong","Happy Days","I come for the burger. Good price for big tasty burger. Many different options. The thai food I would eat in a more local restaurant but for international food I would go here. Very nice service. Girls are very friendly <f0><U+009F><U+0098><U+0083> enjoy"
"538","rn320356413","Reviewed October 20, 2015 "," Chalong","Happy Days","Enjoyed many nice meals and drinks during our stay in Chalong. There is a huge (500 gr) Elvis Burger and many others to choose from. They also serve ice cold apple cider called ""Moose"". The best cider in Thailand. This is a Great place to...More"
"539","rn288764571","Reviewed July 14, 2015 "," Chalong","Happy Days","Lived and worked in Phuket for many years and have not found a better place to rest and relax after a day diving or training. Coldest beers in Phuket, ice cold everytime!
The food is beyond awesome, try the chicken wings or the Elvis Burger,...More"
"540","rn255195067","Reviewed February 19, 2015 "," Chalong","Happy Days","We ate here everytime when we wanted to eat BBQ or burgers during our three week vacation in Chalong area. Friday BBQ and Sunday roast are both very tasty. When we ate burgers with fries we order one portion of fries extra because there was...More"
"541","rn243467447","Reviewed December 8, 2014 "," Chalong","Happy Days","The Elvis burger was....TASTY, TASTY, TASTY. very filling. Nice atmosphere good service. A nice spot to sit and people watch, close enough to main part of Chalong and in easy reach of the pier etc. Beer was nice and cold and a good price too....More"
"542","rn577813781","Reviewed 2 weeks ago "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Had dinner here. It’s pretty average I got the garlic egg noodle with prawns. Small portion and taste only of garlic with two small prawns. Also got a burger that was pretty average too.
Wouldn’t eat here again"
"543","rn537399883","Reviewed October 31, 2017 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Delicious burgers, onion rings and satay chicken. Great variety at fantastic prices! Friendly and prompt service."
"544","rn473093474","Reviewed April 6, 2017 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Food was good-
Masman curry and noodles burger
Tasty and clean.
Beer is local made, not my favorite.
Recommended to have a meal."
"545","rn472922395","Reviewed April 5, 2017 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","The Pale Ale I had to settle on was tasty, but my third choice. Nachos were satisfying (though the meet was sweeter than usual... interesting seasoning), and the burger was good. Low rating due to long trek and them being out of half their beers!"
"546","rn469161424","Reviewed March 21, 2017 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","My wife and I had an evening meal here. It wasn't very busy.
The servers are efficient but do little to make you feel welcome .
I had Aussie Burger, which was a burger with bacon, egg, cheese and salad with fries, while my wife...More"
"547","rn458142829","Reviewed February 8, 2017 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Im honestly gonna say that I have no input as to the interior or drinks! It's in a mall which is convenient.
But!
The!
Ramen Burger !
The second I took a bite I knew I was gonna come back to this place just for...More"
"548","rn426940920","Reviewed October 11, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Went there for Magners cider, to be told they didn't have any. Steak was great, burger was ok. Service was really good."
"549","rn423366925","Reviewed September 28, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Went here last night. We arrived and were quickly seated and offered menus.
I opted for a fruit cider - to then be told that there was none available. Just went for a beer instead.
We ordered food - my boyfriend ordered the tropical burger...More"
"550","rn410881087","Reviewed August 26, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Great place to stop when in Jungceylon Mall. 1001 and 1 beers. Great burgers. Fast service. Top place for lunch!!!"
"551","rn410394267","Reviewed August 24, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","This restaurant is located at Jung Ceylon mall. Food is Ok with good service, I enjoyed the hamburger, but the taste of Tom Yam Soup was too salty, not that good."
"552","rn385768277","Reviewed June 25, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Tried all three of their craft beers and all were superb! Cheeseburger and fries were excellent and we went back the next day."
"553","rn369811102","Reviewed May 3, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","I have stopped at this place many times. And every time it's been great
Staff are lovely, welcoming and friendly
We had the burger and veg spring rolls and satay
Bit pricey for Thai but aircon and clean
Drinks were great
They make a strawberry...More"
"554","rn364541064","Reviewed April 16, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","Full moon brew works was great! My partner and I visited here twice, sampling the locally brewed beers (which were fantastic), burgers and wings!
Service was good, food and drinks were fantastic!"
"555","rn346424789","Reviewed February 9, 2016 "," Patong","Full Moon Brewworks - Microbrewery & Lobs n' Roll","We didn't go for the craft beer, we were there for the burgers. One burger in-particular: The Ramen Burger. It was delightful, a pleasant change replacing the bun for egg noodles. If you want a change from a traditional burger go for the Ramen burger,...More"
"556","rn557284179","Reviewed January 30, 2018 "," Patong","Joe's Downstairs","We wanted to see what it was about from a recommendation, for lunch, there was no one else there and we realized why, the prices are over the top 900 bht for a burger are you kidding, 2000bht for steak etc etc, not happy at...More"
"557","rn556026464","Reviewed January 23, 2018 "," Patong","Joe's Downstairs","I tried the Hamburger, the ducks egg roll and the crabs noodle, wow, was so delicious. Highly recommended"
"558","rn556023827","Reviewed January 23, 2018 "," Patong","Joe's Downstairs","Nice and clean place with a beautiful ocean front view.
For appetizers we order Joe’s Famous Garlic Crab Noodles and Peking Duck Rolls with Tamarind, then for main course Pumpkin Soup, Premium Jumbo Crab Cake and Joes Famous Burger. Very fresh and good balance taste...More"
"559","rn553660107","Reviewed January 13, 2018 "," Patong","Joe's Downstairs","A really nice meal with a stunning view of Patong beach. Great service too. We had burgers which were excellent and cooked exactly the way we ordered. Go to Bahn Rim Pa next door if you want authentic Thai."
"560","rn543116468","Reviewed November 25, 2017 "," Patong","Joe's Downstairs","Visited two nights ago, although the food we had was good (Joe’s famous burger) the price lets it down, having to pay 70 baht extra for a slice of cheese on a burger already priced over 600 baht was excessive. All totalled two burgers and...More"
"561","rn501877348","Reviewed July 14, 2017 "," Patong","Joe's Downstairs","Very nice place.
Dish are good served and also the medium taste of all plates is good, around 7/10 points.
We tried the steak, the Joe's famous burger and the lobster (so theorically the best plates here).
Steak was really delicious but IMHO not enough...More"
"562","rn579838937","Reviewed 1 week ago "," Choeng Thale","The Frying Kiwi Eatery","We are regulars here mainly for the Snapper and the excellent Slider called ""the BEST""
It changed hands sometime last year and there were some changes with the burgers as the beef is smaller and flavour a little different which is surprising given that burger...More"
"563","rn573581062","Reviewed 5 weeks ago "," Choeng Thale","The Frying Kiwi Eatery","After living in Southern Thailand over a year I finally found an incredible burger. While Phuket has some amazing food to offer, this hidden gem is truly amongst the best when it comes to burgers. Their funky fries options are reason enough to drool over....More"
"564","rn570448197","Reviewed April 2, 2018 "," Choeng Thale","The Frying Kiwi Eatery","My family enjoyed a lovely meal tonight at the Frying Kiwi. Good burgers and tasty fish choices. All was going so well until we came to pay the bill with our card. The restaurant surcharges..be aware! This is illegal in Thailand. The joke of the...More"
"565","rn556202096","Reviewed January 24, 2018 "," Choeng Thale","The Frying Kiwi Eatery","My son was craving a burger and we found the Frying Kiwi. Wow he was impressed, best meal he had in Thailand he said. 2 burgers down and he was very happy!"
"566","rn538738297","Reviewed November 6, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Burgers and service were on par - brilliant to say the least- couldn’t finish! Would definatly go back!"
"567","rn538470104","Reviewed November 5, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Nice burger served, I think boss is not local. Experience authentic western food here ;) Beef burger is a must!"
"568","rn536544584","Reviewed October 28, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Really enjoyed the pulled pork burger. Our friends all enjoyed their dishes especially the fish & chips. Limited selection of beer varieties - they were out of several of our choices. Good staff"
"569","rn530447755","Reviewed October 6, 2017 "," Choeng Thale","The Frying Kiwi Eatery","We ate as a party of 4 at the frying kiwi. Ordered fish and chips, and 2 different burgers. The burgers came after about 30 minutes and the fish and chips took another 15 minutes after that. They were not busy but it our waitress...More"
"570","rn526967325","Reviewed September 24, 2017 "," Choeng Thale","The Frying Kiwi Eatery","We were craving burgers in Phuket and found this little spot. Definitely did not disappoint. Very delicious burgers. I had the Classic Kiwi and my girlfriend had the Best One. Both very good. We also ordered some spring vegetable rolls which were great as well....More"
"571","rn516587443","Reviewed August 23, 2017 "," Choeng Thale","The Frying Kiwi Eatery","You have a wide range of choices and none of them are bad, the fish is lightly battered and beautifully cooked, the burgers, well there are any number of choices. Personally prefer the fish and chips but cant go wrong on whatever choice you make"
"572","rn516324686","Reviewed August 22, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Great fried fish, of several types. Chips are decent. Nice burgers (award winning).
I love it that they've added an air conditioned area, as it is very hot to sit and wait.
Friendly staff.
4 types of fish. Again, best fried fish in the area."
"573","rn477297781","Reviewed April 19, 2017 "," Choeng Thale","The Frying Kiwi Eatery","I've been twice - once for dinner (loaded fries and onion rings) and once at lunch time (I had a burger). Both times the food was good, but both the good and service could have been better. The food is very oily and my friends...More"
"574","rn475422899","Reviewed April 13, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Chaotic staff. Decent burgers, average chips, AVOID the pizza. Best thing to do is go next door to Ann's a much better restaurant"
"575","rn474368193","Reviewed April 10, 2017 "," Choeng Thale","The Frying Kiwi Eatery","I have mixed emotions when it comes to this restaurant. As other reviewers have noticed the burgers are wonderful however one of our party wanted something different and unfortunately this dish was served 30 minutes afterwards so we were unable to eat together. Furthermore we...More"
"576","rn473833434","Reviewed April 9, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Such a nice place. The service is perfect and the the only do burger of New Zealand beef - the meet is very tender. I really do recumbent this place."
"577","rn473541637","Reviewed April 8, 2017 "," Choeng Thale","The Frying Kiwi Eatery","A must try! Simple concept but they pull it off perfectly. Burgers, chilli cheese from, fish and chips all delicious.
Only reason I didn't give it an Excellent is because they only offer outdoor seating and it can get quite hot."
"578","rn470807452","Reviewed March 28, 2017 "," Choeng Thale","The Frying Kiwi Eatery","That was disgusting. Burger, fish and chips - they just don't know what it is.
Smell of burnt oil adds to it.
Never again.
The worst food experience in Phuket."
"579","rn470449194","Reviewed March 26, 2017 "," Choeng Thale","The Frying Kiwi Eatery","- good menu for fish and chip
- owner really friendly
- this is second award for burger fes in phuket 2016!!!!"
"580","rn464263999","Reviewed March 3, 2017 "," Choeng Thale","The Frying Kiwi Eatery","My friends and I have been living just down the road from Frying Kiwi for almost 3 years and quickly became regulars, always looking forward to any of their heavenly burgers and fish&chips. The original owner always recognised us and greeted us with a great...More"
"581","rn460331629","Reviewed February 16, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Don't miss this guys! If your are food lover and loves burger. Don't miss Tuk's Burger! It's really a small food stop in Laguna Boat Avenue but gives you a big happiness in your tummy!"
"582","rn453762994","Reviewed January 21, 2017 "," Choeng Thale","The Frying Kiwi Eatery","The food is probably the best I ever had in Phuket, it's absolutely delicious, I highly recommend the Beef burger, it's simply the best!"
"583","rn453760714","Reviewed January 21, 2017 "," Choeng Thale","The Frying Kiwi Eatery","We just had the best burger EVER wow the fish and chips fantastic <f0><U+009F><U+0098><U+008A>
Very friendly staff
We will be back soon"
"584","rn452586431","Reviewed January 17, 2017 "," Choeng Thale","The Frying Kiwi Eatery","We were attracted to this restaurant because of the Trip Advisor and other awards displayed, claiming to be the 2nd best burger in Puhket. The service was terrible: the chiliburger was a poor mans macdonalds, with little or no chili and arrived on its own...More"
"585","rn449894626","Reviewed January 6, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Wonderful food all round . Visited 5 times in the past . We went on a busy night so the food was not quite up to scratch with overcooked meat and poor presentation. Will always return because it is the best burger in Phuket ."
"586","rn448208005","Reviewed January 1, 2017 "," Choeng Thale","The Frying Kiwi Eatery","Excellent food and service. Lovely place. Highly recommended. Very good fish and burgers. Simple and reasonably priced."
"587","rn447343267","Reviewed December 28, 2016 "," Choeng Thale","The Frying Kiwi Eatery","A hole in the wall which serves good grub at attractive prices. Burger - excellent, Ribs - tender and juicy and Nachos - need more cheese but overall good."
"588","rn445010763","Reviewed December 18, 2016 "," Choeng Thale","The Frying Kiwi Eatery","I usually go to kiwi during the weekend. I love to go there the food is great especially the burger , is great one of the best i have ever ate. I think that if you stay in the Choeng thale area this is a...More"
"589","rn438025563","Reviewed November 17, 2016 "," Choeng Thale","The Frying Kiwi Eatery","We had a hankering for some ""Not Thai food"" and what more not thai then burgers?
Everyone else got burgers and was very happy with them. I wanted some fish so I got the sampler platter. It was super good. We got chili cheese fries...More"
"590","rn420771361","Reviewed September 21, 2016 "," Choeng Thale","The Frying Kiwi Eatery","Great burgers, nachos and fries for all the family. Reasonably priced for imported beef. In the container cafes at the start of Boat Avenue."
